score,distance_km,osm_name,grid3_name,decision_id
0.5523,80.38,Chiromawa Primary Health Centre,Chiromawa Health Clinic,xwd:sha256:c48bc2fda6a0d712a1b21120b5d27447518f668635ef5dbaab77d975c4b67798
0.5523,44.10,Chiromawa Primary Health Centre,Chiromawa Health Clinic,xwd:sha256:63fc217adc297cf101448b034dfc1060e2aa5c39d779e1b40811b4be24e308d9
0.5523,10.03,SSS Dawakin Tofa Health Post,Gabari (Dawakin Tofa) Health Post,xwd:sha256:0371a52827f3d00116fc0c3e13e8c71d042f03cc21abda6ef0ba88c8be9f0ba0
0.5521,29.84,Kauyen Mahuta Health Post,Kauyen Adam Health Post,xwd:sha256:f2f3e4cf0b61cc6af92c1b485e6509e51a872f04775bf0cb7b9a5aba707cf047
0.5521,40.88,Kauyen Mahuta Health Post,Kauyen Adam Health Post,xwd:sha256:ad04d551fe3b2491d3c1c96e7c9f40d9c406511a28f496560ae94c17d6930261
0.5521,131.48,Yan Bawa Health Post,Yan Lami Health Post,xwd:sha256:cc7f6fd30586887728ba214e6808a939c6295a11865791b48e9910af49b8d2e8
0.5521,70.82,Unguwar Bai Health Post,Unguwar Kudu Health Post,xwd:sha256:68c3682507bc0a85025ebad8c5cff77c13c5eed17ba6791295cd0961fb8503ce
0.5521,29.38,Yan Bawa Health Post,Yan Lami Health Post,xwd:sha256:0baf28ca902bf68412ee0b1e85cb6cf0cba3933f082b83e0768ec6d8d0a12911
0.5521,4.01,Fango Health Post,Zango Health Post,xwd:sha256:4d4bc389531555779fa8a5aa6a42171b58100dff8692f559b97e8e2f4ea9ab95
0.5521,31.04,Dan Isa Health Post,Dan Rimi Health Post,xwd:sha256:70bcf98556c7da43ea2387299297d735044e4bbc921c8c92a628f880a9ddefaf
0.5520,69.96,Tudun Bojuwa Health Post,Tudun Kaya Health Post,xwd:sha256:4cda1afea87beec4de0f37ae8aadb577f703055ce3f822c89749346f0371bc5b
0.5519,147.69,Yan Bawa Health Post,Yan Shadu Health Post,xwd:sha256:40342ffe8f72b7153e0a70d1ded905d751f094e1679ac040431cf2fd1e5e7eb7
0.5519,85.63,Yan Bawa Health Post,Yan Shadu Health Post,xwd:sha256:af017c83dbe258ff210805cae8ed44de60bc8f5c3ea8c615ea2c026bea692222
0.5517,105.46,Falgore Health Post,Falgore Primary Health Center,xwd:sha256:4d03ce6b3e2d33703195e71789a6f997523bec32c5ac837cb834eef4fe0d2ad1
0.5517,0.53,Hawadin Bango Primary Health Centre,Hayin Bango Health Post,xwd:sha256:3b569cb6d8ec8ccb73c895564f9c3ed61f07d87799b370626287e28231d42cc8
0.5517,1.69,Sarkakiya Health Post,Kaleku Health Post,xwd:sha256:c9993ca62be9b7bd3814afd37bc7c64efaa748eebd2daa347cd4c1dde96e17af
0.5517,65.55,Yalwa Karama Health Post,Yalwa (Kku) Health Post,xwd:sha256:a9d3a3d21a2fd22cee29e48958a99bde872d37b2821649e058093eade3a51f70
0.5516,1.70,Kaleku Health Post,Sarkakiya Health Post,xwd:sha256:1c03037840ecaa0fc8356457e9cabc07c8be042c4d465260c8d06b2f506b9ce7
0.5514,122.63,Yan Kau Health Post,Yan Shadu Health Post,xwd:sha256:b868efd6b026857157d0034b0d724ca09ea1b0fc2c3b58c7f0ee2d618f3cef27
0.5514,2.01,Yakasai Health Post,Sabo Health Post,xwd:sha256:a9e01531c9262fb2f222e82143cf1920490604f7564ae28d88bf7da09ff31188
0.5513,109.75,Unguwar Liman Health Post,Unguwar Duniya Health Post,xwd:sha256:613bcc63a64adee9591cb2ab2674427acc74a0b8a4a70f2b7b5e64da14e6b9bc
0.5513,42.50,Unguwar Rimi Health Post,Unguwar Munana Health Post,xwd:sha256:ab3b6578281f4566fb1f95cb7ab7da007c5dbd4141db8902048ac9ac45f9a44b
0.5504,53.70,Unguwar Liman Health Post,Unguwar Kaka Health Post,xwd:sha256:bfea4288b3844ee374072e7bc3a54f95160306e15bd57b20f21c0a92f7b61920
0.5503,1.50,Gezawa Health Post,Sararin Gezawa Health Clinic,xwd:sha256:351a07e7679b3ccb71273160d59567bd4f9b656fd2db21a8d43e98e23891a8ca
0.5502,89.83,Unguwar Liman Health Post,Unguwar Kwari Health Post,xwd:sha256:6c7ce11d42cd9fecba217d0a353071eb5872ee71ce22a13a0c2cfa21d46508b1
0.5502,16.52,Rimin-Bai Health Post,Rimin Kebe Health Post,xwd:sha256:77f3f69c179e137f12238d0ff978ca60482a807fcf17f9be8ad407baf5f47554
0.5502,11.85,Rimin Dako Health Post,Rimin Kebe Health Post,xwd:sha256:1ca7579cae84029de14031f4f245536164911cb79b313164e80b33836e11e67b
0.5502,40.01,Gabasawa Primary Health Centre,Gabasawa Health Care,xwd:sha256:73edc86eabfb247c74af8a3a40fe255ea7e50bad781ff989881c6b720780b58a
