OBJECTID,globalid,nhfr_uid,nhfr_facility_code,country,iso,state,lga,lga_name_disagreement,ward,ward_name_disagreement,facility_name,facility_name_source,ownership,ownership_type,facility_level,facility_level_option,latitude,longitude,geocoordinates_source,last_updated,x,y
19990,169938b9-9cbf-485c-8f44-0740dcc1d7bf,81372393,26/13/1/1/1/0050,Nigeria,NGA,Niger,Lavun,0,Dassun,0,Kupe Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.415100098,5.520874024,GRID3_EHEALTH,2024-11-11,5.52087402400002,9.41510009800004
19991,b04c838c-1bfa-4a57-a997-3d3d6aa66d19,69518214,26/13/1/1/1/0058,Nigeria,NGA,Niger,Lavun,0,Lagun,0,Lagun 2 Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.506713867,5.499511718,GRID3_EHEALTH,2024-11-11,5.49951171800006,9.50671386700003
19992,f5aaff88-c498-475a-9106-e11f6646044f,50638158,26/13/1/1/1/0041,Nigeria,NGA,Niger,Lavun,0,Dassun,0,Jipan Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.342529297,5.564697266,GRID3_EHEALTH,2024-11-11,5.56469726600005,9.34252929700006
19993,c0ae967d-8d92-4834-9059-d5abea3da45a,33829648,26/13/1/1/1/0097,Nigeria,NGA,Niger,Lavun,0,Kutigi,0,Duma Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.184509277,5.484680176,GRID3_EHEALTH,2024-11-11,5.48468017600004,9.18450927700007
19994,2370309e-3006-404d-9ee4-8f7514a41907,52120544,03/17/1/2/2/0045,Nigeria,NGA,Akwa Ibom,Mbo,0,Uda 2,1,Dominion Homeopaedic [Annex] Clinic,NHFR_2024,Private,For Profit,Primary,Unknown,4.65257627151,8.30087269919,GRID3_EHEALTH,2024-11-11,8.30087269900002,4.65257627100004
19995,1dcb6139-ec71-4d6c-bb48-00ed9dcc3988,17741894,26/13/1/1/1/0092,Nigeria,NGA,Niger,Lavun,0,Dassun,0,Dassun Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,9.330322266,5.573303223,GRID3_EHEALTH,2024-11-11,5.57330322300004,9.33032226600005
19996,45783c58-0f29-4e14-8732-9c743ebd5422,66486721,26/22/1/1/1/0099,Nigeria,NGA,Niger,Shiroro,0,Bassa,0,Rumache Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.063476563,6.609130859,GRID3_EHEALTH,2024-11-11,6.60913085900006,10.0634765630001
19997,cbe0cf9d-6e9f-4000-99a6-7bb1ea21009f,33448095,26/05/1/1/1/0027,Nigeria,NGA,Niger,Bosso,0,Maikunkele,0,Kiola Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.728515625,6.456115722,GRID3_EHEALTH,2024-11-11,6.45611572200005,9.72851562500006
19998,892b75a5-82f2-4c97-bc9b-9ed4bec10086,87247932,26/22/1/1/1/0043,Nigeria,NGA,Niger,Shiroro,0,Gussoro,1,Kwatayi Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.98828125,6.614685059,GRID3_EHEALTH,2024-11-11,6.61468505900007,9.98828125000006
19999,60377f72-fa74-426b-8272-fe3f24094f99,38557435,26/25/1/1/1/0010,Nigeria,NGA,Niger,Wushishi,0,Zungeru,0,Kaliko Model Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.726928711,6.202697754,GRID3_EHEALTH,2024-11-11,6.20269775400004,9.72692871100003
20000,e9551b7d-5ca6-4d02-ac7b-1e1c3dff78c4,67403587,26/22/1/1/1/0100,Nigeria,NGA,Niger,Shiroro,0,Allawa,1,Boila Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.865905762,6.723327637,GRID3_EHEALTH,2024-11-11,6.72332763700007,9.86590576200007
20001,6691f01a-7c31-4f67-8d1b-b6d247b030a8,31997599,26/22/1/1/1/0011,Nigeria,NGA,Niger,Shiroro,0,Egwa Gwada,0,Egwa Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.788513184,6.772705078,GRID3_EHEALTH,2024-11-11,6.77270507800006,9.78851318400007
20002,701a85e6-43a2-4da9-81b8-1beacb997ba4,36726118,26/22/1/1/1/0005,Nigeria,NGA,Niger,Shiroro,0,Bassa,0,Bassa Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.10168457,6.619506836,GRID3_EHEALTH,2024-11-11,6.61950683600003,10.10168457
20003,cff1c316-5d14-40db-bdf0-35faec26f2e9,29309383,26/13/1/1/1/0005,Nigeria,NGA,Niger,Lavun,0,Batati,0,Batati Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Health Post,9.205322266,5.729675293,GRID3_EHEALTH,2024-11-11,5.72967529300007,9.20532226600005
20004,d539bee5-a700-4d9c-bbd7-089de5ed5a36,63199997,26/08/1/1/1/0036,Nigeria,NGA,Niger,Gbako,0,Batako,0,Gara Primary Health Center,NHFR_2024,Public,Local Government,Primary,Health Post,9.223876953,6.081481933,GRID3_EHEALTH,2024-11-11,6.08148193300002,9.22387695300006
20005,5c2219fa-a3e3-42d0-a553-0dcd3aad5792,35885433,26/08/1/1/1/0023,Nigeria,NGA,Niger,Gbako,1,Edozhigi,1,Edozhigi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.107910156,5.865112305,GRID3_EHEALTH,2024-11-11,5.86511230500003,9.10791015600006
20006,fa8fec50-a2f1-4a24-9cd2-43672dbfec23,76439673,26/22/1/1/1/0079,Nigeria,NGA,Niger,Shiroro,0,Galkogo,0,Makera Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.117675782,6.809509278,GRID3_EHEALTH,2024-11-11,6.80950927800006,10.117675782
20007,b8386272-fb8b-4a93-a2f3-d4d9b92f4b38,66665171,26/08/1/1/1/0032,Nigeria,NGA,Niger,Gbako,0,Gbadafu,0,Evungi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Health Post,9.18951416,5.851684571,GRID3_EHEALTH,2024-11-11,5.85168457100002,9.18951416000004
20008,46e6c09f-841d-4f7e-aa69-629c12db2f3e,36628096,26/08/1/1/1/0009,Nigeria,NGA,Niger,Gbako,0,Gbadafu,0,Biramafu Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.159484863,5.863525391,GRID3_EHEALTH,2024-11-11,5.86352539100005,9.15948486300005
20009,0913f0f4-b862-4619-be37-a9d93fac291d,47141641,26/09/1/1/1/0031,Nigeria,NGA,Niger,Gurara,0,Shako,0,Guna Primary Health Care Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,9.477294922,7.176696777,GRID3_EHEALTH,2024-11-11,7.17669677700007,9.47729492200006
20010,4d53fafd-23cf-4fb3-b479-0124c401b8fd,32322437,26/08/1/1/1/0088,Nigeria,NGA,Niger,Gbako,0,Batako,0,Tsadu Kashi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Health Post,9.289123535,6.066711426,GRID3_EHEALTH,2024-11-11,6.06671142600004,9.28912353500004
20011,e680bca3-6173-4ace-af48-affbc5b02e6a,66052158,26/16/1/1/1/0009,Nigeria,NGA,Niger,Mashegu,0,Kasanga,0,Gidan Kwanu Primary Health Center,NHFR_2024,Public,Local Government,Primary,Health Post,10.032470703,5.913696289,GRID3_EHEALTH,2024-11-11,5.91369628900003,10.0324707030001
20012,9e242916-9b16-4bc7-a5b2-e3c5bbde38fc,85508388,26/05/1/1/1/0044,Nigeria,NGA,Niger,Bosso,0,Kampala,0,Popoi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.632080078,6.364074707,GRID3_EHEALTH,2024-11-11,6.36407470700004,9.63208007800006
20013,9320d5a9-39e5-4a0c-b64e-71cb0c068fa4,70375119,26/05/1/1/1/0026,Nigeria,NGA,Niger,Bosso,0,Kodo,0,Kapulagi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.532287598,6.235900879,GRID3_EHEALTH,2024-11-11,6.23590087900004,9.53228759800004
20014,1e202912-de5b-450e-9a8d-2ace37a5f06a,71959570,26/22/1/1/1/0104,Nigeria,NGA,Niger,Shiroro,0,Bassa,0,Masuku Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.097106934,6.555908203,GRID3_EHEALTH,2024-11-11,6.55590820300006,10.0971069340001
20015,f3e9519e-71bc-4d77-8c01-fdaaf487fe8d,63681169,26/22/1/1/1/0076,Nigeria,NGA,Niger,Shiroro,0,Ubandoma,1,Tashakau Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.873291016,6.642272949,GRID3_EHEALTH,2024-11-11,6.64227294900007,9.87329101600005
20016,054e94e9-1c74-4289-80da-0fa1afd82fd8,70883161,26/01/1/1/1/0053,Nigeria,NGA,Niger,Agaie,0,Estugaie,0,Liman Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.14050293,6.367919922,GRID3_EHEALTH,2024-11-11,6.36791992200006,9.14050293000003
20017,6cb1031f-f274-4b84-87b0-a7ec78f72bf0,16119951,26/01/1/1/1/0034,Nigeria,NGA,Niger,Agaie,0,Boku,0,Boku Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.084106445,6.473693848,GRID3_EHEALTH,2024-11-11,6.47369384800004,9.08410644500003
20018,9c60ad76-30ed-413b-b037-c1ca71ffbcbe,33357577,26/01/1/1/1/0045,Nigeria,NGA,Niger,Agaie,0,Estugaie,0,Mayaki Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.146118164,6.317687988,GRID3_EHEALTH,2024-11-11,6.31768798800005,9.14611816400003
20019,27dca6ac-7c2b-44c1-8bf0-f3b9512c22bd,39669497,26/23/1/1/1/0021,Nigeria,NGA,Niger,Suleja,0,Bagama A Ward,1,Late Abubakar Musa Kuje Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.179077148,7.189086914,GRID3_EHEALTH,2024-11-11,7.18908691400003,9.17907714800003
20020,3264ed32-209a-4dd3-9ad8-d56ca0096587,86329495,26/09/1/1/1/0012,Nigeria,NGA,Niger,Gurara,0,Diko,0,Diko Comprehensive Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.27331543,7.208679199,GRID3_EHEALTH,2024-11-11,7.20867919900007,9.27331543000003
20021,20258305-6d71-4233-9b29-5c22abc374a7,58438201,26/08/1/1/1/0042,Nigeria,NGA,Niger,Gbako,0,Gogata,0,Goyi Dangi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Health Post,9.219799898,6.194775484,GRID3_EHEALTH,2024-11-11,6.19477548400005,9.21979989800008
20022,461cce94-0a78-44ef-90ed-492c7a45b473,21703691,26/17/1/1/1/0064,Nigeria,NGA,Niger,Mokwa,0,Bokani,0,Waabi Primary Health Center,NHFR_2024,Public,Unknown,Primary,Primary Health Center,9.462391775,5.340110759,GRID3_EHEALTH,2024-11-11,5.34011075900003,9.46239177500007
20023,96f5ca4a-0ffa-4306-8697-a04f5c794108,22598572,26/14/1/2/1/0001,Nigeria,NGA,Niger,Magama,0,Nasko,0,Nasko Shehu Shagari General Hospital,NHFR_2024,Public,State Government,Secondary,General Hospital,10.514892578,4.912719726,GRID3_EHEALTH,2024-11-11,4.91271972600003,10.5148925780001
20024,d68cb434-e2b1-4768-8849-cbec32f4b19f,41157722,21/11/1/1/1/0019,Nigeria,NGA,Kebbi,Gwandu,0,Dalijan,0,Gwabare Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,12.5601210002,4.45294899977,GRID3_EHEALTH,2024-11-11,4.45294900000005,12.560121
20025,00094b7c-47db-49fd-95db-6bd553d5b8ea,34214132,21/01/1/1/1/0010,Nigeria,NGA,Kebbi,Aleiro,0,Jiga Birni,0,Jiga Birni Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,12.2817950001,4.53438900011,GRID3_EHEALTH,2024-11-11,4.53438900000003,12.281795
20026,24d69c28-e56d-4f26-9974-463004ffc245,39278036,26/25/1/1/1/0003,Nigeria,NGA,Niger,Wushishi,0,Kanwuri,0,Al Barka Clinic and Maternity Home,NHFR_2024,Private,For Profit,Primary,Primary Health Clinic,9.733886719,6.071289062,GRID3_EHEALTH,2024-11-11,6.07128906200006,9.73388671900005
20027,99d6cc1f-6567-496e-a847-ec90b9c30b97,70693372,21/03/1/1/1/0004,Nigeria,NGA,Kebbi,Argungu,0,Kokani South,0,Argungu Maternity and Child Health Centre,NHFR_2024,Public,Local Government,Primary,Primary Health Center,12.7419775022,4.52798875109,GRID3_EHEALTH,2024-11-11,4.52798875100007,12.7419775020001
20028,58660e56-ef65-4b89-b843-3a34ba2514e2,60541128,21/21/1/1/1/0044,Nigeria,NGA,Kebbi,Zuru,0,Bedi,1,Bedi South Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.4348425152,5.23917998261,GRID3_EHEALTH,2024-11-11,5.23917998300004,11.4348425150001
20029,c29b76a4-c6d2-4892-8d99-94cbf1b33cf7,59320149,21/12/1/1/1/0009,Nigeria,NGA,Kebbi,Jega,0,Magaji A,0,Birnin Yari Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,12.21634,4.38878,NHFR_2024,2024-11-11,4.38878000000005,12.2163400000001
20030,f80a75de-6d92-409a-8c3a-e37c7d09e73e,21299821,21/01/1/1/1/0003,Nigeria,NGA,Kebbi,Aleiro,0,Danwarai,0,Danwarai Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,12.26069,4.40938,NHFR_2024,2024-11-11,4.40938000000006,12.2606900000001
20031,0b7601d1-d39b-4acc-a3eb-f14e52ace913,75851788,21/08/1/1/1/0023,Nigeria,NGA,Kebbi,Dandi,0,Maihausawa,0,Tungar Maizuma Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.82595,3.65591,NHFR_2024,2024-11-11,3.65591000000006,11.82595
20032,a8c8d4d8-8699-4668-a3c5-3d80f005dcda,50263639,21/06/1/1/1/0052,Nigeria,NGA,Kebbi,Birnin Kebbi,0,Zauro,0,Zauro Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.50091,4.30727,NHFR_2024,2024-11-11,4.30727000000007,12.50091
20033,de15ec37-7d9b-4a8e-bde4-8334ce69008d,72351923,21/04/1/1/1/0015,Nigeria,NGA,Kebbi,Augie,0,Yola Ward,0,Gidan Dabi Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.8398886641,4.53267378152,GRID3_EHEALTH,2024-11-11,4.53267378200007,12.8398886640001
20034,dfd4bacc-ee86-4791-9bec-a37aeeaf7901,31247069,21/17/1/1/1/0012,Nigeria,NGA,Kebbi,Sakaba,0,Adai,0,Maganda Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.13248,5.48669,NHFR_2024,2024-11-11,5.48669000000007,11.13248
20035,4cef69e1-3d39-4d34-88f2-f26b2e555fdb,41104592,21/21/1/1/1/0055,Nigeria,NGA,Kebbi,Zuru,0,Dabai Seme,0,Rumu Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.4929662533,5.215,GRID3_EHEALTH,2024-11-11,5.21500000000003,11.4929662530001
20036,ada3becf-c762-4f7c-8ad4-a623793a9b2c,21236839,21/17/1/1/1/0052,Nigeria,NGA,Kebbi,Sakaba,0,Tudun Kuka,0,Tudun Kuka Maternal and Child Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.24457,5.46023,NHFR_2024,2024-11-11,5.46023000000002,11.2445700000001
20037,7b3e31f6-6480-47a3-9c70-cecc783d0edd,71163367,21/13/1/2/1/0040,Nigeria,NGA,Kebbi,Kalgo,0,Kalgo,0,Kebbi State Federal University Clinic,NHFR_2024,Public,Federal Government,Secondary,Unknown,12.347134987,4.20414623587,GRID3_EHEALTH,2024-11-11,4.20414623600004,12.3471349870001
20038,972c36df-9a97-4c98-8a43-4487f28f0d4f,74024145,21/06/1/1/1/0039,Nigeria,NGA,Kebbi,Birnin Kebbi,0,Makera - Funtua,0,Makera Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,12.5111019999,4.12162499965,GRID3_EHEALTH,2024-11-11,4.12162500000005,12.5111020000001
20039,3c8a1b3d-df84-4ff8-9d07-6332010c999d,29897830,26/23/1/2/2/0032,Nigeria,NGA,Niger,Suleja,0,Hashimi B,1,Suleja Hospital,NHFR_2024,Private,For Profit,Secondary,Primary Health Center,9.185119629,7.176696777,GRID3_EHEALTH,2024-11-11,7.17669677700007,9.18511962900004
20040,f9abf696-4aa2-44c0-873a-69ae223873b0,34898695,20/08/1/1/2/0003,Nigeria,NGA,Katsina,Dandume,0,Dandume A,1,Hajara Medical Center,NHFR_2024,Private,For Profit,Primary,Primary Health Center,11.4617839999,7.11251599982,GRID3_EHEALTH,2024-11-11,7.11251600000003,11.461784
20041,67effa2c-5db9-41a2-a9bd-1552c4a32796,36888381,26/25/1/1/1/0039,Nigeria,NGA,Niger,Wushishi,0,Akare,0,Akare Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.671508789,5.913879395,GRID3_EHEALTH,2024-11-11,5.91387939500004,9.67150878900003
20042,b80cf366-8eff-4a95-ac7c-45926025083a,18968444,26/10/1/1/1/0061,Nigeria,NGA,Niger,Katcha,0,Kateregi,0,Bodi Primary Health Care,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.343878265,6.410976845,GRID3_EHEALTH,2024-11-11,6.41097684500005,9.34387826500006
20043,4f66f416-890f-4823-bce0-6527fa484244,45930839,26/25/1/1/1/0041,Nigeria,NGA,Niger,Wushishi,0,Akare,0,Girin Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,9.64831543,5.884277344,GRID3_EHEALTH,2024-11-11,5.88427734400005,9.64831543000003
20044,148d6ea1-103d-4df7-8198-83238c1a8eba,80547081,26/25/1/1/1/0014,Nigeria,NGA,Niger,Wushishi,0,Lokogoma,0,Lokogoma Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.567431703,6.048201055,GRID3_EHEALTH,2024-11-11,6.04820105500005,9.56743170300007
20045,c3186cdd-32cb-48b0-a9c6-4bc2a797e647,39318440,26/22/1/1/1/0033,Nigeria,NGA,Niger,Shiroro,0,Kwaki / Chikuba,0,Kaure Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.30847168,7.04107666,GRID3_EHEALTH,2024-11-11,7.04107666000004,10.30847168
20046,dc34b07c-da11-4f87-9f2f-349e8542acbb,15151344,26/25/1/1/1/0032,Nigeria,NGA,Niger,Wushishi,0,Gwarijiko,0,Ekangi Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.564086914,5.965698242,GRID3_EHEALTH,2024-11-11,5.96569824200003,9.56408691400003
20047,6bce45f7-f929-459c-a4a5-a497c52eb5eb,21959904,26/05/1/1/1/0057,Nigeria,NGA,Niger,Bosso,0,Bosso Central 2,1,Tudun Fulani City Gate Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.665948395,6.519163491,GRID3_EHEALTH,2024-11-11,6.51916349100003,9.66594839500004
20048,ac9f19e5-9c29-4e29-9916-1966447a004f,43273814,26/17/1/1/1/0019,Nigeria,NGA,Niger,Mokwa,0,Jebba,0,Family Support Programme Jebba,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.134521485,4.81427002,GRID3_EHEALTH,2024-11-11,4.81427002000004,9.13452148500005
20049,4eaa78d5-58fa-4f6c-bd4f-9939a29c88b9,50466287,26/23/1/2/2/0037,Nigeria,NGA,Niger,Suleja,0,Kurmin Sarki,1,Royal Hospital,NHFR_2024,Private,For Profit,Secondary,Primary Health Center,9.186523438,7.175903321,GRID3_EHEALTH,2024-11-11,7.17590332100002,9.18652343800005
20050,4ba2686a-3dc0-43bb-a258-2d7f96e1dacd,20562155,26/08/1/1/1/0052,Nigeria,NGA,Niger,Gbako,0,Nuwan Kota,1,Laga Primary Health Center,NHFR_2024,Public,Local Government,Primary,Health Post,9.53002144,6.075006617,GRID3_EHEALTH,2024-11-11,6.07500661700004,9.53002144000004
20051,e4d51c1d-fe2a-48a2-ad43-946ce670a19a,47603985,26/05/1/1/1/0020,Nigeria,NGA,Niger,Bosso,0,Bosso Central 1,1,Jikogbe Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.677729956,6.572166735,GRID3_EHEALTH,2024-11-11,6.57216673500005,9.67772995600006
20052,58baf224-1eb8-485f-8709-aa76010f146b,56149104,26/25/1/1/1/0046,Nigeria,NGA,Niger,Wushishi,0,Gwarijiko,0,Dabogi Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.59414941,5.94597282,GRID3_EHEALTH,2024-11-11,5.94597282000007,9.59414941000006
20053,067c9627-f232-4010-b038-aaf47175a7bb,34367661,26/08/1/1/1/0025,Nigeria,NGA,Niger,Gbako,0,Etsu-Audu,0,Emi Sagi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Health Post,9.185913086,6.004699707,GRID3_EHEALTH,2024-11-11,6.00469970700004,9.18591308600003
20054,83f9ac7d-d5df-4a51-9d44-81a49667b1d3,42684609,26/25/1/1/1/0040,Nigeria,NGA,Niger,Wushishi,0,Gwarijiko,0,Gwarjiko Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.621276855,5.989318848,GRID3_EHEALTH,2024-11-11,5.98931884800004,9.62127685500008
20055,a323fac1-3068-448e-820c-f74b39388335,12811403,26/17/1/1/1/0062,Nigeria,NGA,Niger,Mokwa,0,Muwo / Gbajibo,1,Tungan Ruwa Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.20690918,4.874694824,GRID3_EHEALTH,2024-11-11,4.87469482400007,9.20690918000003
20056,1d039625-9be9-47ab-bae4-e0c0791ac5c2,41567779,26/08/1/1/1/0029,Nigeria,NGA,Niger,Gbako,0,Edokata,0,Essan Patigi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Health Post,9.270690918,5.87487793,GRID3_EHEALTH,2024-11-11,5.87487793000003,9.27069091800007
20057,7ee806e7-d935-4bac-941c-44d791275b37,50072062,26/08/1/1/1/0026,Nigeria,NGA,Niger,Gbako,0,Edokata,0,Emigi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Health Post,9.257873535,5.905090332,GRID3_EHEALTH,2024-11-11,5.90509033200004,9.25787353500004
20058,c57f0fed-db24-4b71-aba0-3567e8cb0d31,65014334,26/08/1/1/1/0030,Nigeria,NGA,Niger,Gbako,0,Etsu-Audu,0,Etsu Audu Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.238098144,5.997680664,GRID3_EHEALTH,2024-11-11,5.99768066400003,9.23809814400005
20059,f5935a9f-e4ef-466f-a7b3-2733a520745a,60618408,26/01/1/1/1/0016,Nigeria,NGA,Niger,Agaie,0,Kutiriko,0,Kutiriko Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.186889649,6.434875489,GRID3_EHEALTH,2024-11-11,6.43487548900004,9.18688964900002
20060,deef8363-fc16-4a4a-a798-5100f7a55636,75681047,26/10/1/1/1/0037,Nigeria,NGA,Niger,Katcha,0,Kateregi,0,Lafiyagi Zadi Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.38067627,6.464111328,GRID3_EHEALTH,2024-11-11,6.46411132800006,9.38067627000004
20061,093d3795-698a-4f14-8f1f-a4b9b23ac5e5,61532736,26/08/1/1/1/0024,Nigeria,NGA,Niger,Gbako,0,Edokata,1,Egbe Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.260681152,5.95727539,GRID3_EHEALTH,2024-11-11,5.95727539000006,9.26068115200007
20062,f00747c6-58e2-419f-9ec3-610f2f3f8bd8,64855994,26/06/1/1/1/0014,Nigeria,NGA,Niger,Chanchaga,0,Bosso Central 1,1,New Bethel Hospital,NHFR_2024,Public,Unknown,Primary,Primary Health Center,9.647705078,6.516479493,GRID3_EHEALTH,2024-11-11,6.51647949300008,9.64770507800006
20063,bdbaab8c-1ca1-425f-bba0-2f7c72597d81,41483876,26/23/1/1/1/0004,Nigeria,NGA,Niger,Suleja,0,Iku 1,1,Gabodna Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.204602144,7.163417135,GRID3_EHEALTH,2024-11-11,7.16341713500003,9.20460214400003
20064,22ff4e8e-50e8-4aa1-b934-c5d8b793050e,13771192,26/22/1/1/1/0082,Nigeria,NGA,Niger,Shiroro,0,Kurebe / Kushaka,1,Badna Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.358584641,6.864606054,GRID3_EHEALTH,2024-11-11,6.86460605400003,10.358584641
20065,eaf027ed-1682-4b0d-82ed-ddf3a466dc14,14334857,26/22/1/1/1/0083,Nigeria,NGA,Niger,Shiroro,0,Kwaki / Chikuba,0,Kwaki Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.291687012,6.847473144,GRID3_EHEALTH,2024-11-11,6.84747314400005,10.2916870120001
20066,a7ac1cdf-f2ad-496f-a884-5979e51be6e7,61125222,26/17/1/1/1/0033,Nigeria,NGA,Niger,Mokwa,0,Kpaki/Takuma,0,Kpakogi Community Health Post,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.387878418,5.270080567,GRID3_EHEALTH,2024-11-11,5.27008056700004,9.38787841800007
20067,e670d8b1-4ca0-4cd4-9bf4-0027af7e797b,63497600,26/08/1/1/1/0065,Nigeria,NGA,Niger,Gbako,0,Edokata,0,Ndadzuru Primary Health Center,NHFR_2024,Public,Unknown,Primary,Health Post,9.246704101,5.901916504,GRID3_EHEALTH,2024-11-11,5.90191650400004,9.24670410100003
