id,name,amenity,healthcare,lga,lat,lon
way/792081426,Gurungawa Health Post,hospital,hospital,Kumbotso,11.9364675,8.5234277
way/792081428,Gwale Filin Mushe Maternal and Child Care,hospital,hospital,Gwale,11.9862471,8.5041808
way/792109508,Bebeji General Hospital,hospital,hospital,Bebeji,11.6708651,8.2682997
way/792110351,Dorawar Sallau Health Post,hospital,hospital,Garum Mallam,11.6687483,8.4155301
way/792110964,Kadawa Gate Primary Health Centre,hospital,hospital,Garum Mallam,11.6445787,8.4112427
way/792111391,Kofa Primary Health Centre,hospital,hospital,Bebeji,11.554887,8.263457
way/792111701,Tariwa Primary Health Centre,hospital,hospital,Bebeji,11.5986812,8.3149009
way/792111966,Wak Primary Health Centre,hospital,hospital,Bebeji,11.5921289,8.3579301
way/792113168,Ahmad Ado Bayero Primary Health Centre,hospital,hospital,Kumbotso,11.9268769,8.5803275
way/792158132,Aisami Health Post,hospital,hospital,Gwale,11.9949055,8.499778
way/792159540,Akth Primary Health Centre,hospital,hospital,Kumbotso,11.8929191,8.4997773
way/792163139,Armed Forces,hospital,hospital,Fagge,12.0329155,8.5174143
way/792164184,Bakin Ruwa Health Post,hospital,hospital,Dala,11.9991288,8.5033105
way/792167634,Bechi Health Post,hospital,hospital,Kumbotso,11.9266337,8.4922107
way/792168070,Bokavo Health Post,hospital,hospital,Fagge,12.0332494,8.5076584
way/792168229,Chiranchi Health Post,hospital,hospital,Kumbotso,11.9521457,8.4756327
way/792169792,Dala Health Post,hospital,hospital,Dala,12.0135395,8.5059923
way/792170026,Dandinshe Primary Health Centre,hospital,hospital,Dala,12.0204019,8.4857536
way/792170782,Danmaliki Health Post,hospital,hospital,Kumbotso,11.927638,8.513288
way/792172669,Dausayi Health Post,hospital,hospital,Ungongo,12.013012,8.4441909
way/792174227,Dorayi Babba Health Post,hospital,hospital,Gwale,11.9759611,8.461819
way/792181401,Gwarzo General Hospital,hospital,hospital,Gwarzo,11.9260903,7.9372514
way/792186306,Kokiya Health Post,hospital,hospital,Shanono,12.0062962,8.0537983
way/792191416,Hotoro Primary Health Centre,hospital,hospital,Nassarawa,11.974492,8.5823695
way/792191417,Hotoro South Health Post,hospital,hospital,Nassarawa,11.969935,8.5824013
way/792191421,Kauye Alu Primary Health Centre,hospital,hospital,Tarauni,11.960512,8.5723548
way/792191422,Kawaji Health Post,hospital,hospital,Nassarawa,12.0101915,8.5772575
way/792191434,Sani Zubairu Health Post,hospital,hospital,Gwale,11.9861356,8.5103293
way/792191444,Tokarawa Primary Health Centre,hospital,hospital,Nassarawa,12.0077899,8.6059851
way/792191448,Turai Yar'Adua Primary Health Centre,hospital,hospital,Kumbotso,11.9530421,8.5150092
way/792191453,Zawa Chiki Primary Health Centre,hospital,hospital,Kumbotso,11.9196121,8.4658249
way/792435250,Kutama Primary Health Centre,hospital,hospital,Gwarzo,11.8694593,7.8732128
way/792470872,Lakwaya Primary Health Centre,hospital,hospital,Gwarzo,11.9831531,7.8669864
way/792485991,Rahama Primary Health Centre,hospital,hospital,Bebeji,11.4085067,8.2725453
way/792485996,Warawa Primary Health Centre,hospital,hospital,Warawa,11.8768268,8.7468601
way/792485998,Burji Primary Health Centre,hospital,hospital,Madobi,11.8942928,8.3952251
way/792486000,Danshayi Health Post,hospital,hospital,Rimin Gado,11.8947219,8.375652
way/792486001,Dansudu Health Post,hospital,hospital,Tofa,11.9977647,8.3262937
way/792520726,Kabagiwa Health Post,hospital,hospital,Tsanyawa,12.3110989,8.0224316
way/792529346,Tsanyawa Primary Health Centre,hospital,hospital,Tsanyawa,12.2988962,7.9795925
way/792533849,Dawaki Health Post,hospital,hospital,Rano,11.549813,8.5789207
way/792538116,Rano General Hospital,hospital,hospital,Rano,11.5601608,8.5747948
way/792543536,Dundu Health Post,hospital,hospital,Bunkure,11.6659858,8.7123224
way/792544522,Durba Health Post,hospital,hospital,Kibiya,11.5708557,8.7185505
way/792546757,Kibiya Primary Health Centre,hospital,hospital,Kibiya,11.5335572,8.6614442
way/792551527,Gunda Health Post,hospital,hospital,Kibiya,11.506055,8.7130644
way/792556109,Faruruwa Primary Health Centre,hospital,hospital,Shanono,12.1836713,7.9380285
way/792560632,Gogori Primary Health Centre,hospital,hospital,Bagwai,12.1476739,8.0706626
way/792561755,Jauben Yamma Health Post,hospital,hospital,Bagwai,12.0667672,8.0565534
way/792569700,Tarai Primary Health Centre,hospital,hospital,Kibiya,11.5001107,8.6720499
way/792569803,Ahip Primary Health Centre,hospital,hospital,Garko,11.6442495,8.8019872
way/792569958,Darki Primary Health Centre,hospital,hospital,Wudil,11.6598123,8.91825
way/792570408,Garko Primary Health Centre,hospital,hospital,Garko,11.6425185,8.8006279
way/792570826,Garko Primary Health Centre,hospital,hospital,Garko,11.6566578,8.8032844
way/792572449,Kofar Chiri Primary Health Centre,hospital,hospital,Garko,11.6009953,8.862284
way/792572677,Patricia General Hospital,hospital,hospital,Sumaila,11.5244524,8.9577625
way/792575214,Janguza Primary Health Centre,hospital,hospital,Tofa,11.9593087,8.3790001
way/792575215,Lambu Primary Health Centre,hospital,hospital,Tofa,12.0073936,8.3530668
way/792575216,Runkusawa Health Post,hospital,hospital,Kumbotso,11.8913015,8.4271285
way/792575217,Dan Isa Health Post,hospital,hospital,Rimin Gado,11.9393528,8.2263119
way/792575219,Gudan Tuwo Health Post,hospital,hospital,Shanono,11.9977336,8.066486
way/792577752,Bakin Lahadi Health Post,hospital,hospital,Sumaila,11.3565436,8.9462821
way/792815833,Dal Primary Health Centre,hospital,hospital,Garko,11.476253,8.8249683
way/792827150,Kadamu Primary Health Centre,hospital,hospital,Shanono,12.1781735,7.9845023
way/792829698,Sare-Sare Primary Health Centre,hospital,hospital,Bagwai,12.1237614,8.0496301
way/792856951,Ungogo Primary Health Centre,hospital,hospital,Ungongo,12.0922137,8.4903557
way/792856952,Waziri Gidado General Hospital,hospital,hospital,Dala,12.0582887,8.4706594
way/792856953,Badume Primary Health Centre,hospital,hospital,Bichi,12.1880453,8.3105731
way/792914592,Danguguwa Primary Health Centre,hospital,hospital,Dawakin Tofa,12.0600103,8.3944171
way/792914593,Tofa Primary Health Centre,hospital,hospital,Tofa,12.0625665,8.2721411
way/792914595,Abbas Primary Health Centre,hospital,hospital,Bagwai,12.1531709,8.1370691
way/792918559,Balan Primary Health Centre,hospital,hospital,Gaya,11.8104907,9.0231387
way/792921900,Gidan Sarkin Noma Primary Health Centre,hospital,hospital,Gaya,11.8229312,9.1206032
way/792921901,Ajingi Primary Health Centre,hospital,hospital,Ajingi,11.9703992,9.0420052
way/792922440,Gaya General Hospital,hospital,hospital,Gaya,11.8686416,8.9888135
way/792927372,Makarya Primary Health Centre,hospital,hospital,Ajingi,11.9360079,9.1121367
way/794666440,Agwar Maje Maternity,hospital,hospital,Ningi,11.323075,9.1356558
way/794666692,Kafin Lemo Health Clinic,hospital,hospital,Ningi,11.2686599,9.0282224
way/794667023,Shirgiya Health Clinic,hospital,hospital,Ningi,11.3171101,9.1185803
way/794668306,Fatara Dispensary,hospital,hospital,Toro,10.5434743,9.1322841
way/794668516,Tulu Dispensary,hospital,hospital,Toro,10.5761031,9.0281087
way/794668799,Tulu Maternity,hospital,hospital,Toro,10.5766019,9.0295806
way/794669968,Samanja Dispensary,hospital,hospital,Toro,10.6088491,8.8083601
way/794670735,Zukku Dispensary,hospital,hospital,Toro,10.5205641,8.8904284
way/794671345,Primary Health Center Rishi,hospital,hospital,Toro,10.4842419,8.9394734
way/794674067,Wundi Maternity Health Clinic,hospital,hospital,Toro,10.4785064,8.8979277
way/794674585,Wurno Dispensary,hospital,hospital,Toro,10.4061763,8.8280747
way/794675447,Pingel Dispensary,hospital,hospital,Toro,10.3397786,9.0831765
way/794675741,Rinjin Dispensary,hospital,hospital,Toro,10.3186296,8.9792601
way/794675835,Zalau Primary Health Center,hospital,hospital,Toro,10.3935312,9.0151244
way/794676022,Gukka Dispensary,hospital,hospital,Toro,10.3839689,9.2224183
way/794676704,Shau Dispensary,hospital,hospital,Toro,10.4720417,9.1471169
way/795559302,Wurobagga Primary Health Centre,hospital,hospital,Bagwai,12.1501535,8.0976071
way/795601536,Mundu Dispensary,hospital,hospital,Toro,10.435506,9.4138311
way/802981007,Universal Specialist Hospital,hospital,,Kano,11.9696699,8.5316033
way/803264502,Zugachi Primary Health Centre,hospital,hospital,Gabasawa,12.0645011,8.8565817
way/803264506,Walawa Health Post,hospital,hospital,Makoda,12.3435963,8.4773004
way/803648944,MRS Barracks Primary Health Centre,hospital,hospital,,11.9527993,8.3907891
way/804262336,PHC Magam,hospital,hospital,,12.3266956,7.7031829
way/808773731,Yada Gungume Primary Health Center,hospital,hospital,Ningi,10.8654398,9.0576154
way/818690593,Saidu Dange Railway Hospital,hospital,hospital,,11.1136755,7.7208213
way/819860020,Sauna Kawaji Health Post,hospital,hospital,Nassarawa,12.019732,8.5991518
way/972938910,Task Force X Hospital,hospital,hospital,Dala,12.0109314,8.5016084
way/988008362,red cross hospital,hospital,hospital,Hotoro,11.9565915,8.5868357
