name_display,name_nfc,name_ascii_key,name_type,countries,languages,sources,source_ids,total_evidence_count,occurrence_count,last_seen_at
Bizimungu,Bizimungu,bizimungu,family,RW,en,wikidata,Q38223073,3,1,2026-04-11T04:06:35.644753+00:00
Blaak,Blaak,blaak,family,UG,en,wikidata,Q120230429,1,1,2026-04-11T04:02:16.934249+00:00
Black,Black,black,family,SL|UG,en,wikidata,Q2662465,2,2,2026-04-11T04:02:16.934249+00:00
Blackburn,Blackburn,blackburn,family,NG,en,wikidata,Q16860055,3,1,2026-04-11T03:53:58.817238+00:00
Blackmore,Blackmore,blackmore,family,GH,en,wikidata,Q23644118,3,1,2026-04-11T03:55:04.900162+00:00
Blackson,Blackson,blackson,family,GH|LR,en,wikidata,Q37571699,6,2,2026-04-11T03:56:18.349080+00:00
Blaise,Blaise,blaise,family,NG,en,wikidata,Q13554023,3,1,2026-04-11T03:53:58.817238+00:00
Blake,Blake,blake,family,ML,en,wikidata,Q15788891,3,1,2026-04-11T03:58:48.444484+00:00
blancs,blancs,blancs,family,NG,fr,wikidata,Q235155,1,1,2026-04-11T03:53:58.817238+00:00
Blandes,Blandes,blandes,family,TZ,en,wikidata,Q30100279,3,1,2026-04-11T04:03:05.784060+00:00
Blankson,Blankson,blankson,family,GH,en,wikidata,Q36910021,3,1,2026-04-11T03:55:04.900162+00:00
Blay,Blay,blay,family,GH|LR,en,wikidata,Q4925571,2,2,2026-04-11T03:56:18.349080+00:00
Bldr Alhaji adamu shuaibu gadaka,Bldr Alhaji adamu shuaibu gadaka,bldralhajiadamushuaibugadaka,family,NG,en,wikidata,Q123615501,1,1,2026-04-11T03:53:58.817238+00:00
Blessing,Blessing,blessing,family,GH|NG,en,wikidata,Q12786008,6,2,2026-04-11T03:55:04.900162+00:00
Blick,Blick,blick,family,UG,en,wikidata,Q37284799,3,1,2026-04-11T04:02:16.934249+00:00
Bliss,Bliss,bliss,family,NG,en,wikidata,Q25114859,3,1,2026-04-11T03:53:58.817238+00:00
Blossom,Blossom,blossom,family,NG,en,wikidata,Q37151367,6,1,2026-04-11T03:53:58.817238+00:00
Blyden,Blyden,blyden,family,LR|SL,en,wikidata,Q36968897,6,2,2026-04-11T03:56:18.349080+00:00
Boadi,Boadi,boadi,family,GH,en,wikidata,Q4931220,1,1,2026-04-11T03:55:04.900162+00:00
Boadu,Boadu,boadu,family,GH,en,wikidata,Q37553932,3,1,2026-04-11T03:55:04.900162+00:00
Boafo,Boafo,boafo,family,GH,en,wikidata,Q37172927,3,1,2026-04-11T03:55:04.900162+00:00
Boahen,Boahen,boahen,family,GH,en,wikidata,Q4931225,1,1,2026-04-11T03:55:04.900162+00:00
Boakye,Boakye,boakye,family,GH,en,wikidata,Q3641247,1,1,2026-04-11T03:55:04.900162+00:00
Boakye-Yiadom,Boakye-Yiadom,boakyeyiadom,family,GH,en,wikidata,Q96476436,1,1,2026-04-11T03:55:04.900162+00:00
Boamah,Boamah,boamah,family,GH,en,wikidata,Q37434729,1,1,2026-04-11T03:55:04.900162+00:00
Boampong,Boampong,boampong,family,GH,en,wikidata,Q36923098,3,1,2026-04-11T03:55:04.900162+00:00
Boase,Boase,boase,family,UG,en,wikidata,Q21494177,3,1,2026-04-11T04:02:16.934249+00:00
Boateng,Boateng,boateng,family,GH,en,wikidata,Q51099607,3,1,2026-04-11T03:55:04.900162+00:00
Bob,Bob,bob,family,NE,en,wikidata,Q19901955,3,1,2026-04-11T03:59:54.371781+00:00
Bobai Town,Bobai Town,bobaitown,family,NG,en,wikidata,Q10909537,2,1,2026-04-11T03:53:58.817238+00:00
Bobali,Bobali,bobali,family,TZ,en,wikidata,Q30093314,3,1,2026-04-11T04:03:05.784060+00:00
Bobbie,Bobbie,bobbie,family,GH,en,wikidata,Q36967332,3,1,2026-04-11T03:55:04.900162+00:00
Bocandé,Bocandé,bocande,family,SN,en,wikidata,Q97621106,3,1,2026-04-11T03:55:29.976892+00:00
Bocco,Bocco,bocco,family,TZ,en,wikidata,Q37477285,3,1,2026-04-11T04:03:05.784060+00:00
Bockarie,Bockarie,bockarie,family,SL,en,wikidata,Q4936272,1,1,2026-04-11T03:56:03.432992+00:00
Bockhorn,Bockhorn,bockhorn,family,UG,en,wikidata,Q37510219,3,1,2026-04-11T04:02:16.934249+00:00
Bocoum,Bocoum,bocoum,family,ML|SN,en,wikidata,Q16032575,6,2,2026-04-11T03:58:48.444484+00:00
Bode,Bode,bode,family,NG,en,wikidata,Q1158352,1,1,2026-04-11T03:53:58.817238+00:00
Bodian,Bodian,bodian,family,SN,en,wikidata,Q37511777,3,1,2026-04-11T03:55:29.976892+00:00
Bodo,Bodo,bodo,family,NE,en,wikidata,Q16860169,3,1,2026-04-11T03:59:54.371781+00:00
Bodomo,Bodomo,bodomo,family,GH,en,wikidata,Q124866533,1,1,2026-04-11T03:55:04.900162+00:00
Bogale,Bogale,bogale,family,ET,en,wikidata,Q37266879,3,1,2026-04-11T04:03:51.884736+00:00
Boghossian,Boghossian,boghossian,family,ET,en,wikidata,Q21482616,3,1,2026-04-11T04:03:51.884736+00:00
Boh,Boh,boh,family,NG,en,wikidata,Q28750630,3,1,2026-04-11T03:53:58.817238+00:00
Böhm,Böhm,bohm,family,ET,en,wikidata,Q21492775,3,1,2026-04-11T04:03:51.884736+00:00
Bohringer,Bohringer,bohringer,family,SN,en,wikidata,Q36992920,1,1,2026-04-11T03:55:29.976892+00:00
Boi,Boi,boi,family,NG,en,wikidata,Q61946661,1,1,2026-04-11T03:53:58.817238+00:00
Boilat,Boilat,boilat,family,SN,en,wikidata,Q115142680,1,1,2026-04-11T03:55:29.976892+00:00
Boiro,Boiro,boiro,family,GN,en,wikidata,Q99315376,2,1,2026-04-11T03:56:43.370233+00:00
Boissieras,Boissieras,boissieras,family,GN,en,wikidata,Q63759511,3,1,2026-04-11T03:56:43.370233+00:00
Boissy,Boissy,boissy,family,SN,en,wikidata,Q37451097,3,1,2026-04-11T03:55:29.976892+00:00
Bojang,Bojang,bojang,family,GM,en,wikidata,Q37196778,3,1,2026-04-11T03:55:47.241547+00:00
Bola,Bola,bola,family,GH,en,wikidata,Q103815275,1,1,2026-04-11T03:55:04.900162+00:00
Bolaji,Bolaji,bolaji,family,NG,en,wikidata,Q130221006,1,1,2026-04-11T03:53:58.817238+00:00
Bolajoko,Bolajoko,bolajoko,family,NG,en,wikidata,Q131156134,1,1,2026-04-11T03:54:55.800945+00:00
Boma,Boma,boma,family,NG,en,wikidata,Q36883576,6,1,2026-04-11T03:53:58.817238+00:00
Bomani,Bomani,bomani,family,TZ,en,wikidata,Q30107008,3,1,2026-04-11T04:03:05.784060+00:00
Bomansaan,Bomansaan,bomansaan,family,GH,en,wikidata,Q138715785,1,1,2026-04-11T03:55:04.900162+00:00
Bomba,Bomba,bomba,family,ML,en,wikidata,Q16860208,3,1,2026-04-11T03:58:48.444484+00:00
Bona,Bona,bona,family,NG,en,wikidata,Q54327154,3,1,2026-04-11T03:53:58.817238+00:00
Bonac,Bonac,bonac,family,GH,en,wikidata,Q122232417,1,1,2026-04-11T03:55:04.900162+00:00
Bonat,Bonat,bonat,family,NG,en,wikidata,Q111755567,3,1,2026-04-11T03:53:58.817238+00:00
Bond,Bond,bond,family,NG,en,wikidata,Q15789303,3,1,2026-04-11T03:53:58.817238+00:00
Boniface,Boniface,boniface,family,NG,en,wikidata,Q37323384,4,2,2026-04-11T03:53:58.817238+00:00
Boniface (nom de famille),Boniface (nom de famille),bonifacenomdefamille,family,NG,fr,wikidata,Q37323384,1,1,2026-04-11T03:53:58.817238+00:00
Bonseu,Bonseu,bonseu,family,UG,en,wikidata,Q108702749,2,1,2026-04-11T04:02:16.934249+00:00
Bonsrah,Bonsrah,bonsrah,family,GH,en,wikidata,Q127255811,1,1,2026-04-11T03:55:04.900162+00:00
Bonsu,Bonsu,bonsu,family,GH,en,wikidata,Q4942601,1,1,2026-04-11T03:55:04.900162+00:00
Boon,Boon,boon,family,GH,en,wikidata,Q27257614,3,1,2026-04-11T03:55:04.900162+00:00
Boos,Boos,boos,family,SO,en,wikidata,Q21448095,3,1,2026-04-11T04:05:06.670758+00:00
Booth,Booth,booth,family,NG,en,wikidata,Q13156704,1,1,2026-04-11T03:53:58.817238+00:00
Bop,Bop,bop,family,SN,en,wikidata,Q30126394,3,1,2026-04-11T03:55:29.976892+00:00
Bor,Bor,bor,family,KE,en,wikidata,Q20519935,1,1,2026-04-11T04:01:06.680289+00:00
Bore,Bore,bore,family,ML,en,wikidata,Q16860245,3,1,2026-04-11T03:58:48.444484+00:00
Bortey,Bortey,bortey,family,GH,en,wikidata,Q130706960,1,1,2026-04-11T03:55:04.900162+00:00
Bosco,Bosco,bosco,family,NG,en,wikidata,Q25161269,3,1,2026-04-11T03:53:58.817238+00:00
Boso,Boso,boso,family,GH,en,wikidata,Q37521973,3,1,2026-04-11T03:55:04.900162+00:00
Bossman,Bossman,bossman,family,GH,en,wikidata,Q37558200,3,1,2026-04-11T03:55:04.900162+00:00
Boston,Boston,boston,family,GN,en,wikidata,Q16860275,3,1,2026-04-11T03:56:43.370233+00:00
Botchway,Botchway,botchway,family,GH,en,wikidata,Q37263590,3,1,2026-04-11T03:55:04.900162+00:00
Botsyoe,Botsyoe,botsyoe,family,GH,en,wikidata,Q102429564,1,1,2026-04-11T03:55:04.900162+00:00
Botwe,Botwe,botwe,family,GH,en,wikidata,Q113079868,3,1,2026-04-11T03:55:04.900162+00:00
Bouaré,Bouaré,bouare,family,ML,en,wikidata,Q127620716,2,1,2026-04-11T03:58:48.444484+00:00
Boubacar,Boubacar,boubacar,family,ML|SN,en,wikidata,Q4949237,6,2,2026-04-11T03:58:48.444484+00:00
Boucha,Boucha,boucha,family,NE,en,wikidata,Q37568861,3,1,2026-04-11T03:59:54.371781+00:00
Bouchardeau,Bouchardeau,bouchardeau,family,NE,en,wikidata,Q29555541,3,1,2026-04-11T03:59:54.371781+00:00
Boukari,Boukari,boukari,family,NE,en,wikidata,Q75134826,2,1,2026-04-11T03:59:54.371781+00:00
Boulos,Boulos,boulos,family,NG,en,wikidata,Q4949709,2,1,2026-04-11T03:53:58.817238+00:00
Boum,Boum,boum,family,GN,en,wikidata,Q119498221,1,1,2026-04-11T03:56:43.370233+00:00
Boundy,Boundy,boundy,family,ML,en,wikidata,Q16860294,3,1,2026-04-11T03:58:48.444484+00:00
Bouquin,Bouquin,bouquin,family,NG,en,wikidata,Q37086931,1,1,2026-04-11T03:53:58.817238+00:00
Bouré,Bouré,boure,family,GN,en,wikidata,Q123991133,3,1,2026-04-11T03:56:43.370233+00:00
Bourhis,Bourhis,bourhis,family,SN,en,wikidata,Q17175168,3,1,2026-04-11T03:55:29.976892+00:00
Bourouno,Bourouno,bourouno,family,GN,en,wikidata,Q137579349,1,1,2026-04-11T03:56:43.370233+00:00
Bowen,Bowen,bowen,family,LR|NG,en,wikidata,Q2688708,6,2,2026-04-11T03:56:18.349080+00:00
Boye,Boye,boye,family,GH|SN,en,wikidata,Q16860312,10,6,2026-04-11T03:55:29.976892+00:00
Boyo,Boyo,boyo,family,NG,en,wikidata,Q37573599,3,1,2026-04-11T03:53:58.817238+00:00
Boyon,Boyon,boyon,family,GH,en,wikidata,Q23995151,3,1,2026-04-11T03:55:04.900162+00:00
Brah,Brah,brah,family,NE,en,wikidata,Q37444703,3,1,2026-04-11T03:59:54.371781+00:00
Brahim,Brahim,brahim,family,NE,en,wikidata,Q37463656,3,1,2026-04-11T03:59:54.371781+00:00
Braide,Braide,braide,family,NG,en,wikidata,Q131367279,1,1,2026-04-11T03:53:58.817238+00:00
Braimah,Braimah,braimah,family,GH|NG,en,wikidata,Q37241960|Q56537836,4,2,2026-04-11T03:55:04.900162+00:00
Braimoh,Braimoh,braimoh,family,NG,en,wikidata,Q56537836,1,1,2026-04-11T03:53:58.817238+00:00
Braithwaite,Braithwaite,braithwaite,family,NG,en,wikidata,Q16860340,3,1,2026-04-11T03:53:58.817238+00:00
Branch,Branch,branch,family,NG,en,wikidata,Q4956333,1,1,2026-04-11T03:53:58.817238+00:00
Brander,Brander,brander,family,LR,en,wikidata,Q28146606,3,1,2026-04-11T03:56:18.349080+00:00
Brandt,Brandt,brandt,family,NG,en,wikidata,Q11941314,3,1,2026-04-11T03:53:58.817238+00:00
Brannon,Brannon,brannon,family,RW,en,wikidata,Q21509064,3,1,2026-04-11T04:06:35.644753+00:00
Brempong,Brempong,brempong,family,GH,en,wikidata,Q68241341,2,1,2026-04-11T03:55:04.900162+00:00
Brenner,Brenner,brenner,family,SN,en,wikidata,Q909257,1,1,2026-04-11T03:55:29.976892+00:00
Brenya,Brenya,brenya,family,GH,en,wikidata,Q114356661,1,1,2026-04-11T03:55:04.900162+00:00
Breton,Breton,breton,family,SN,en,wikidata,Q16860412,3,1,2026-04-11T03:55:29.976892+00:00
Brett,Brett,brett,family,NG,en,wikidata,Q27429891,3,1,2026-04-11T03:53:58.817238+00:00
Brew,Brew,brew,family,GH,en,wikidata,Q37491423,3,1,2026-04-11T03:55:04.900162+00:00
Bridges,Bridges,bridges,family,GM,en,wikidata,Q16860438,3,1,2026-04-11T03:55:47.241547+00:00
Brielle,Brielle,brielle,family,ML,en,wikidata,Q59402891,1,1,2026-04-11T03:58:48.444484+00:00
Brigaud,Brigaud,brigaud,family,SN,en,wikidata,Q104870876,2,1,2026-04-11T03:55:29.976892+00:00
Briggs,Briggs,briggs,family,NG,en,wikidata,Q12786498,3,1,2026-04-11T03:53:58.817238+00:00
Bright,Bright,bright,family,GH|LR|SL,en,wikidata,Q15264630,9,3,2026-04-11T03:56:18.349080+00:00
Brima,Brima,brima,family,SL,en,wikidata,Q30669877,1,1,2026-04-11T03:56:03.432992+00:00
Brobbey,Brobbey,brobbey,family,GH,en,wikidata,Q37514238,3,1,2026-04-11T03:55:04.900162+00:00
Brobby,Brobby,brobby,family,GH,en,wikidata,Q131743739,1,1,2026-04-11T03:55:04.900162+00:00
Broderick,Broderick,broderick,family,NG,en,wikidata,Q27534756,3,1,2026-04-11T03:53:58.817238+00:00
Brookman,Brookman,brookman,family,GH,en,wikidata,Q4974939,3,1,2026-04-11T03:55:04.900162+00:00
Brooks,Brooks,brooks,family,LR|UG,en,wikidata,Q1354011,2,2,2026-04-11T04:02:16.934249+00:00
Brown,Brown,brown,family,GH|KE|LR|NG|RW|TZ|UG,en,wikidata,Q13421990,14,7,2026-04-11T04:06:35.644753+00:00
Brownell,Brownell,brownell,family,LR,en,wikidata,Q21450659,3,1,2026-04-11T03:56:18.349080+00:00
Bruce,Bruce,bruce,family,GH|NG,en,wikidata,Q16860571,6,2,2026-04-11T03:55:04.900162+00:00
Bruce family name,Bruce family name,brucefamilyname,family,GH|NG,en,wikidata,Q16860571,2,2,2026-04-11T03:55:04.900162+00:00
Bruce surname,Bruce surname,brucesurname,family,GH|NG,en,wikidata,Q16860571,2,2,2026-04-11T03:55:04.900162+00:00
Brumskine,Brumskine,brumskine,family,LR,en,wikidata,Q122929085,1,1,2026-04-11T03:56:18.349080+00:00
Brunlehner,Brunlehner,brunlehner,family,KE,en,wikidata,Q105549601,3,1,2026-04-11T04:01:06.680289+00:00
Bruno,Bruno,bruno,family,NG,en,wikidata,Q12786554,3,1,2026-04-11T03:53:58.817238+00:00
Bryant,Bryant,bryant,family,GH|LR,en,wikidata,Q13552870,6,2,2026-04-11T03:56:18.349080+00:00
Bryceson,Bryceson,bryceson,family,TZ,en,wikidata,Q67205173,2,1,2026-04-11T04:03:05.784060+00:00
Buachi,Buachi,buachi,family,GH,en,wikidata,Q113470508,1,1,2026-04-11T03:55:04.900162+00:00
Buari,Buari,buari,family,GH,en,wikidata,Q48770924,1,1,2026-04-11T03:55:04.900162+00:00
Buba,Buba,buba,family,NG,en,wikidata,Q37542970,3,1,2026-04-11T03:53:58.817238+00:00
Buba Yero,Buba Yero,bubayero,family,NG,en,wikidata,Q109513000,1,1,2026-04-11T03:53:58.817238+00:00
Buchanan,Buchanan,buchanan,family,LR,en,wikidata,Q15616677,3,1,2026-04-11T03:56:18.349080+00:00
Buchi,Buchi,buchi,family,NG,en,wikidata,Q37077279,3,1,2026-04-11T03:53:58.817238+00:00
Buck,Buck,buck,family,GN,en,wikidata,Q14915267,3,1,2026-04-11T03:56:43.370233+00:00
Buckle,Buckle,buckle,family,GH,en,wikidata,Q16860620,1,1,2026-04-11T03:55:04.900162+00:00
Buckly,Buckly,buckly,family,NG,en,wikidata,Q37514053,3,1,2026-04-11T03:53:58.817238+00:00
Bucknor,Bucknor,bucknor,family,GH|NG,en,wikidata,Q37552304,6,2,2026-04-11T03:55:04.900162+00:00
Bucyibaruta,Bucyibaruta,bucyibaruta,family,RW,en,wikidata,Q119750820,3,1,2026-04-11T04:06:35.644753+00:00
Buet,Buet,buet,family,SN,en,wikidata,Q65098956,2,1,2026-04-11T03:55:29.976892+00:00
Buhari,Buhari,buhari,family,NG,en,wikidata,Q60608177,1,1,2026-04-11T03:53:58.817238+00:00
Bukeko,Bukeko,bukeko,family,KE,en,wikidata,Q98090229,3,1,2026-04-11T04:01:06.680289+00:00
Bukenya,Bukenya,bukenya,family,UG,en,wikidata,Q28407596,1,1,2026-04-11T04:02:16.934249+00:00
Bukwimba,Bukwimba,bukwimba,family,TZ,en,wikidata,Q30093344,3,1,2026-04-11T04:03:05.784060+00:00
Bulaya,Bulaya,bulaya,family,TZ,en,wikidata,Q30090955,3,1,2026-04-11T04:03:05.784060+00:00
Bulembo,Bulembo,bulembo,family,TZ,en,wikidata,Q30093773,3,1,2026-04-11T04:03:05.784060+00:00
Bull,Bull,bull,family,KE,en,wikidata,Q13570075,3,1,2026-04-11T04:01:06.680289+00:00
Bulle,Bulle,bulle,family,KE,en,wikidata,Q37562820,3,1,2026-04-11T04:01:06.680289+00:00
Bulley,Bulley,bulley,family,GH,en,wikidata,Q16865139,4,2,2026-04-11T03:55:04.900162+00:00
Bulo,Bulo,bulo,family,ET,en,wikidata,Q122215055,1,1,2026-04-11T04:03:51.884736+00:00
Bulus,Bulus,bulus,family,NE|NG,en,wikidata,Q11910170|Q132406876|Q16849007,5,4,2026-04-11T03:59:54.371781+00:00
Bundi,Bundi,bundi,family,KE,en,wikidata,Q30135468,3,1,2026-04-11T04:01:06.680289+00:00
Bundo,Bundo,bundo,family,SO,en,wikidata,Q109320778,3,1,2026-04-11T04:05:06.670758+00:00
Bundu,Bundu,bundu,family,SL,en,wikidata,Q37441385,3,1,2026-04-11T03:56:03.432992+00:00
Bunga,Bunga,bunga,family,TZ,en,wikidata,Q30093354,3,1,2026-04-11T04:03:05.784060+00:00
Bungara,Bungara,bungara,family,TZ,en,wikidata,Q30093358,3,1,2026-04-11T04:03:05.784060+00:00
Buni,Buni,buni,family,NG,ar,wikidata,Q107449057,1,1,2026-04-11T03:53:58.817238+00:00
Bunu,Bunu,bunu,family,NG,ar,wikidata,Q107449064,1,1,2026-04-11T03:53:58.817238+00:00
Bura,Bura,bura,family,NG|TZ,en,wikidata,Q9182106,6,2,2026-04-11T04:03:05.784060+00:00
Buraimoh,Buraimoh,buraimoh,family,NG,en,wikidata,Q30669171,1,1,2026-04-11T03:53:58.817238+00:00
Burhan,Burhan,burhan,family,SN,en,wikidata,Q56537900,1,1,2026-04-11T03:55:29.976892+00:00
Burian,Burian,burian,family,TZ,en,wikidata,Q1016293,1,1,2026-04-11T04:03:05.784060+00:00
Burka,Burka,burka,family,ET,en,wikidata,Q16865183,3,1,2026-04-11T04:03:51.884736+00:00
Bürmen,Bürmen,burmen,family,KE,en,wikidata,Q114457281,1,1,2026-04-11T04:01:06.680289+00:00
Burra,Burra,burra,family,TZ,en,wikidata,Q37309904,3,1,2026-04-11T04:03:05.784060+00:00
Busari,Busari,busari,family,NG,en,wikidata,Q37557120,6,1,2026-04-11T03:53:58.817238+00:00
Busby,Busby,busby,family,GH,en,wikidata,Q21449583,3,1,2026-04-11T03:55:04.900162+00:00
Bushen,Bushen,bushen,family,ET,en,wikidata,Q37515790,3,1,2026-04-11T04:03:51.884736+00:00
Bushuru,Bushuru,bushuru,family,KE,en,wikidata,Q123681139,1,1,2026-04-11T04:01:06.680289+00:00
Busia,Busia,busia,family,GH,en,wikidata,Q65769011,2,1,2026-04-11T03:55:04.900162+00:00
Busienei,Busienei,busienei,family,KE,en,wikidata,Q131011214,3,1,2026-04-11T04:01:06.680289+00:00
Butera,Butera,butera,family,RW,en,wikidata,Q37018592,3,1,2026-04-11T04:06:35.644753+00:00
Butler,Butler,butler,family,GH|LR,en,wikidata,Q2664624,2,2,2026-04-11T03:56:18.349080+00:00
Buyogera,Buyogera,buyogera,family,TZ,en,wikidata,Q30093874,3,1,2026-04-11T04:03:05.784060+00:00
Bwanamdogo,Bwanamdogo,bwanamdogo,family,TZ,en,wikidata,Q30124966,3,1,2026-04-11T04:03:05.784060+00:00
Bwanausi,Bwanausi,bwanausi,family,TZ,en,wikidata,Q30100593,3,1,2026-04-11T04:03:05.784060+00:00
Byarugaba,Byarugaba,byarugaba,family,UG,en,wikidata,Q104377210,1,1,2026-04-11T04:02:16.934249+00:00
Byaruhanga,Byaruhanga,byaruhanga,family,UG,en,wikidata,Q65117940,3,1,2026-04-11T04:02:16.934249+00:00
Byoga,Byoga,byoga,family,UG,en,wikidata,Q131219581,1,1,2026-04-11T04:02:16.934249+00:00
Byrne,Byrne,byrne,family,ML,en,wikidata,Q21482912,3,1,2026-04-11T03:58:48.444484+00:00
Byron,Byron,byron,family,UG,en,wikidata,Q1260681,1,1,2026-04-11T04:02:16.934249+00:00
Caine,Caine,caine,family,LR,en,wikidata,Q16865293,3,1,2026-04-11T03:56:18.349080+00:00
Camara,Camara,camara,family,GM|GN|ML|SN,en,wikidata,Q16865329,4,4,2026-04-11T03:58:48.444484+00:00
Camp,Camp,camp,family,NG,en,wikidata,Q5026943,1,1,2026-04-11T03:53:58.817238+00:00
Campbell,Campbell,campbell,family,GH|NG|SL|SN,en,wikidata,Q2665383,4,4,2026-04-11T03:56:03.432992+00:00
Can,Can,can,family,KE,en,wikidata,Q21482719,3,1,2026-04-11T04:01:06.680289+00:00
Cann,Cann,cann,family,GH,en,wikidata,Q16825463,3,1,2026-04-11T03:55:04.900162+00:00
Cann family name,Cann family name,cannfamilyname,family,GH,en,wikidata,Q16825463,1,1,2026-04-11T03:55:04.900162+00:00
Cann surname,Cann surname,cannsurname,family,GH,en,wikidata,Q16825463,1,1,2026-04-11T03:55:04.900162+00:00
Capradossi,Capradossi,capradossi,family,UG,en,wikidata,Q99980935,2,1,2026-04-11T04:02:16.934249+00:00
Captan,Captan,captan,family,GH,ar,wikidata,Q107440412,1,1,2026-04-11T03:55:04.900162+00:00
Carayol,Carayol,carayol,family,GM,en,wikidata,Q22939953,3,1,2026-04-11T03:55:47.241547+00:00
Carberry,Carberry,carberry,family,KE,en,wikidata,Q16865366,3,1,2026-04-11T04:01:06.680289+00:00
Carboo,Carboo,carboo,family,GH,en,wikidata,Q47480754,3,1,2026-04-11T03:55:04.900162+00:00
Cardoso,Cardoso,cardoso,family,NG,en,wikidata,Q13553738,4,2,2026-04-11T03:53:58.817238+00:00
Carmichael,Carmichael,carmichael,family,GN,en,wikidata,Q16865385,4,2,2026-04-11T03:56:43.370233+00:00
Carnel,Carnel,carnel,family,NE,en,wikidata,Q98211156,3,1,2026-04-11T03:59:54.371781+00:00
Carr,Carr,carr,family,GH|LR,en,wikidata,Q14915269,6,2,2026-04-11T03:56:18.349080+00:00
Carrère,Carrère,carrere,family,SN,en,wikidata,Q25261957,3,1,2026-04-11T03:55:29.976892+00:00
Carvalho,Carvalho,carvalho,family,SN,en,wikidata,Q23774785,3,1,2026-04-11T03:55:29.976892+00:00
Cary,Cary,cary,family,LR,en,wikidata,Q16865411,3,1,2026-04-11T03:56:18.349080+00:00
Casely-Hayford,Casely-Hayford,caselyhayford,family,GH,en,wikidata,Q56537945,1,1,2026-04-11T03:55:04.900162+00:00
Casmir,Casmir,casmir,family,NG,en,wikidata,Q66726056,5,3,2026-04-11T03:53:58.817238+00:00
Casse,Casse,casse,family,SN,en,wikidata,Q37477465,3,1,2026-04-11T03:55:29.976892+00:00
Cassell,Cassell,cassell,family,LR,en,wikidata,Q28657543,3,1,2026-04-11T03:56:18.349080+00:00
Casset,Casset,casset,family,SN,en,wikidata,Q105713178,2,1,2026-04-11T03:55:29.976892+00:00
Castagna,Castagna,castagna,family,ET,en,wikidata,Q37315791,3,1,2026-04-11T04:03:51.884736+00:00
Cavallo,Cavallo,cavallo,family,ML,en,wikidata,Q36963159,3,1,2026-04-11T03:58:48.444484+00:00
Cecil,Cecil,cecil,family,KE,en,wikidata,Q15731758,3,1,2026-04-11T04:01:06.680289+00:00
Cedy,Cedy,cedy,family,GN,en,wikidata,Q124844179,3,1,2026-04-11T03:56:43.370233+00:00
Ceesay,Ceesay,ceesay,family,GM,en,wikidata,Q1052654,3,3,2026-04-11T03:55:47.241547+00:00
Celis,Celis,celis,family,RW,en,wikidata,Q19973976,3,1,2026-04-11T04:06:35.644753+00:00
Cephas,Cephas,cephas,family,LR,en,wikidata,Q37506222,3,1,2026-04-11T03:56:18.349080+00:00
Cesarini,Cesarini,cesarini,family,SN,en,wikidata,Q31212352,3,1,2026-04-11T03:55:29.976892+00:00
Chacha,Chacha,chacha,family,KE|TZ,en,wikidata,Q37089612,2,2,2026-04-11T04:03:05.784060+00:00
Chagulla,Chagulla,chagulla,family,TZ,en,wikidata,Q30091169,3,1,2026-04-11T04:03:05.784060+00:00
Chakoma,Chakoma,chakoma,family,TZ,en,wikidata,Q30091742,3,1,2026-04-11T04:03:05.784060+00:00
Chala,Chala,chala,family,ET,en,wikidata,Q37301286,3,1,2026-04-11T04:03:51.884736+00:00
Chalobah,Chalobah,chalobah,family,SL,en,wikidata,Q61741802,3,1,2026-04-11T03:56:03.432992+00:00
Cham,Cham,cham,family,GM,en,wikidata,Q257859,1,1,2026-04-11T03:55:47.241547+00:00
Chambiri,Chambiri,chambiri,family,TZ,en,wikidata,Q30102599,3,1,2026-04-11T04:03:05.784060+00:00
"Cham, Germany","Cham, Germany",chamgermany,family,GM,en,wikidata,Q257859,1,1,2026-04-11T03:55:47.241547+00:00
Chami,Chami,chami,family,TZ,en,wikidata,Q30099148,2,1,2026-04-11T04:03:05.784060+00:00
Cham (Oberpfalz),Cham (Oberpfalz),chamoberpfalz,family,GM,en,wikidata,Q257859,1,1,2026-04-11T03:55:47.241547+00:00
Chana,Chana,chana,family,TZ,en,wikidata,Q30100464,3,1,2026-04-11T04:03:05.784060+00:00
Chande,Chande,chande,family,TZ,en,wikidata,Q30091757,3,1,2026-04-11T04:03:05.784060+00:00
Channel,Channel,channel,family,ML,en,wikidata,Q36916856,3,1,2026-04-11T03:58:48.444484+00:00
Chans,Chans,chans,family,TZ,en,wikidata,Q60651440,1,1,2026-04-11T04:03:05.784060+00:00
Chapelet,Chapelet,chapelet,family,NG,en,wikidata,Q65099547,4,3,2026-04-11T03:53:58.817238+00:00
Charania,Charania,charania,family,KE,en,wikidata,Q37311856,3,1,2026-04-11T04:01:06.680289+00:00
Charity,Charity,charity,family,NG,en,wikidata,Q36866031,6,1,2026-04-11T03:53:58.817238+00:00
Charles,Charles,charles,family,GH|NG|SL,en,wikidata,Q16865501,15,9,2026-04-11T03:56:03.432992+00:00
Charles family name,Charles family name,charlesfamilyname,family,GH|NG|SL,en,wikidata,Q16865501,3,3,2026-04-11T03:56:03.432992+00:00
Charles surname,Charles surname,charlessurname,family,GH|NG|SL,en,wikidata,Q16865501,3,3,2026-04-11T03:56:03.432992+00:00
Charry,Charry,charry,family,NG,en,wikidata,Q20520390,3,1,2026-04-11T03:53:58.817238+00:00
